title,creation_date,creation_date_earliest,creation_date_latest,medium,accession_number,id,credit_line,date_acquired,department,physical_location,item_width,item_height,item_depth,item_diameter,web_url,provenance_text,classification,image_url,artist_id,party_type,full_name,cited_name,role,nationality,birth_date,death_date,birth_place,death_place
"Ornament, Carved, Man",no date,,,wood,30.13.186,cmoa:things/bb24235c-d363-4070-82cd-51dc28103463,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,17.5,11.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006358,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Fragments, Wooden (Arch. Window Tracery)",16th century,1499-12-23,1599-01-01,wood,30.13.18.1,cmoa:things/e3edf1b1-bf2a-4167-99c1-888720149f62,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,9.5,20.0,1.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006362,,architectural elements,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, Two Figures with Trumpets",no date,,,wood,30.13.190,cmoa:things/8b1cbfbd-cff1-4d3a-9294-20cdc18a0a97,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,48.0,9.25,0.75,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006363,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
Misericord,no date,,,wood,30.13.191,cmoa:things/3ea0de95-60b1-48d7-ac92-34bdcea5c61b,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,19.875,8.75,5.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006364,,Wood,http://collection.cmoa.org/CollectionImage.aspx?irn=98002&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=98004&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=98006&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=98007&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=98008&size=Medium,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
Door with Lion and Vase,no date,,,wood,30.13.192,cmoa:things/728535ef-c334-499f-a7ea-b2d648b356a1,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,11.0,17.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006365,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Door, Large Grille",no date,,,wood,30.13.196,cmoa:things/20b17f40-119e-40dc-b794-d295873193ad,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,23.5,12.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006369,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, architectural window design",no date,,,wood,30.13.212,cmoa:things/eb17fa47-080c-458e-9224-049b3e24e640,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,7.75,14.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006387,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, architectural window design",no date,,,wood,30.13.213,cmoa:things/1319fb26-bdb3-454d-983d-94bcd85203c9,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,7.5,15.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006388,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, Tree Trunk",no date,,,wood,30.13.218,cmoa:things/d37d8167-9839-4df5-8ed6-f50929ff3b28,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,6.75,15.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006393,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel with Bird, Man and Horse Figures",no date,,,wood,30.13.219,cmoa:things/f627adce-8707-452b-8f07-0ea1a4c183ce,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,6.0,23.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006394,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
Panel with Architectural Window Design,16th century,1499-12-23,1599-01-01,wood,30.13.236,cmoa:things/83b4b8c1-cf8e-46e5-bf98-d0e85af2effc,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,6.25,20.0,1.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006412,,Wood,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Fragment,16th century,1499-12-23,1599-01-01,wood,30.13.23,cmoa:things/527cd16e-3ed6-4914-b263-487ac1014b59,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,7.0,9.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006416,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, architectural window design",16th century,1499-12-23,1599-01-01,wood,30.13.250,cmoa:things/b4308146-4f74-4a92-a6d9-6994f84f706d,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,8.75,16.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006426,,Wood,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Fragment (Small Gothic Pinnacle),16th century,1499-12-23,1599-01-01,wood,30.13.25,cmoa:things/093d0765-cd38-446b-83ab-a140b077ee09,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,5.0,25.25,3.875,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006436,,architectural elements,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, architectural window design, with Crescent and Star",16th century,1499-12-23,1599-01-01,wood,30.13.264,cmoa:things/713e0d4d-9eec-4498-979e-a39572b1f269,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,7.625,19.75,0.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006441,,Wood,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
"Panel, architectural window design with Fleur de Lis",16th century,1499-12-23,1599-01-01,wood,30.13.267,cmoa:things/52d687d6-6567-4883-bf6c-fc99ed82f0b6,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,7.5,19.5,0.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006444,,Wood,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
"Panel, architectural window design, Flamboyant Style",16th century,1499-12-23,1599-01-01,wood,30.13.271,cmoa:things/8efacfda-4c46-4a20-8990-342d115949b6,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,9.25,21.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006449,,Wood,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
"Panel, architectural window design, Pierced Wood, Small",16th century,1499-12-23,1599-01-01,wood,30.13.277,cmoa:things/4fb2b20e-5f78-47a6-897f-2df85c0f7388,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,5.75,17.438,0.75,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006455,,Wood,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
"Panel, Curved Rib Pattern",16th century,1499-12-23,1599-01-01,wood,30.13.284,cmoa:things/ed75c529-ea2b-4ca3-b4cd-46602dceb00d,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,7.812,18.0,0.75,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006462,,Wood,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Panel,16th century,1499-12-23,1599-01-01,oak,30.13.285,cmoa:things/b132a2e5-fd9f-4b6b-ae08-51bbe6ea586c,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,15.75,29.875,0.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006463,,Wood,,cmoa:parties/8403e000-5013-4a76-9eee-b87cb971f09a|cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person|Person,unknown Flemish|unknown French,unknown Flemish|unknown French,possibly by|possibly by,Flemish|French,|,|,|,|
"Panel, architectural window design",16th century,1499-12-23,1599-01-01,wood,30.13.286,cmoa:things/8778aa2f-a902-43bc-a647-1819ccaf312c,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,7.875,21.875,1.125,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006464,,Wood,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Grotesque Figurehead,16th century,1499-12-23,1599-01-01,wood,30.13.288,cmoa:things/46a59790-19aa-4b11-a40d-f69b56f21670,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,5.5,9.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006466,,Wood,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Man with Shield,16th century,1499-12-23,1599-01-01,wood,30.13.28,cmoa:things/009a0cbd-35be-4109-bd06-a38a90e0fe0d,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,4.25,23.0,4.125,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006468,,architectural elements,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, Chest, Floral and Armor Design",16th century,1499-12-23,1599-01-01,wood,30.13.290,cmoa:things/5c3bddc4-cf0a-49a9-bdee-711fe06cc993,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,12.0,15.25,1.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006469,,Wood,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
"Panel, Pierced Window, Tyrolian",16th century,1499-12-23,1599-01-01,wood,30.13.298,cmoa:things/e7d5cc1a-01ea-47da-96d0-64958de1c4b1,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,10.625,12.0,0.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006476,,Wood,,cmoa:parties/db0f3f08-4336-4301-90ba-05d50ea6e3db,Person,unknown German,unknown German,,German,,,,
"Figure, Woman",16th century,1499-12-23,1599-01-01,wood,30.13.29,cmoa:things/ba73a3b3-d5c3-4314-8b26-7b6c7bdb438d,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,4.25,23.25,5.75,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006478,,architectural elements,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
Christ Washing Feet of Disciples,c. 1500-1550,1494-12-23,1554-12-22,wood with polychrome paint,30.13.311,cmoa:things/cabecab7-c49c-454a-a9b8-8aaa50cdd00e,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,13.875,17.625,1.125,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006492,"Richard Beatty Mellon [1858-1933], Pittsburgh, PA, by May 1930; gift to Carnegie Institute, Pittsburgh, PA, May 1930.",sculpture,http://collection.cmoa.org/CollectionImage.aspx?irn=4152&size=Medium,cmoa:parties/db0f3f08-4336-4301-90ba-05d50ea6e3db,Person,unknown German,unknown German,,German,,,,
the Lord's Supper,c. 1500-1550,1494-12-23,1554-12-22,carved and polychrome wood,30.13.312,cmoa:things/b407a1b9-bb12-4563-b298-3b4418c69d53,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,13.75,17.75,1.625,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006493,"Richard Beatty Mellon [1858-1933], Pittsburgh, PA, by May 1930; gift to Carnegie Institute, Pittsburgh, PA, May 1930.",sculpture,http://collection.cmoa.org/CollectionImage.aspx?irn=4396&size=Medium,cmoa:parties/db0f3f08-4336-4301-90ba-05d50ea6e3db,Person,unknown German,unknown German,,German,,,,
Christ before the Roman Governor,c. 1500-1599,1494-12-23,1604-01-01,wood with polychrome,30.13.313,cmoa:things/308ff0a3-ba9e-490e-8dc6-e00aad9c9f3d,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,14.0,18.75,1.75,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006494,"Richard Beatty Mellon [1858-1933], Pittsburgh, PA, by May 1930; gift to Carnegie Institute, Pittsburgh, PA, May 1930.",sculpture,http://collection.cmoa.org/CollectionImage.aspx?irn=4397&size=Medium,cmoa:parties/db0f3f08-4336-4301-90ba-05d50ea6e3db,Person,unknown German,unknown German,,German,,,,
Woman Flanked by Two Equestrian Figures,c. 1450-1550,1444-12-23,1554-12-22,wood and polychrome paint,30.13.314,cmoa:things/3dd87e0f-8961-4f3f-9a2b-ab8b54bcaacf,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,18.375,15.875,3.625,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006495,"Richard Beatty Mellon [1858-1933], Pittsburgh, PA, by May 1930; gift to Carnegie Institute, Pittsburgh, PA, May 1930.",sculpture,http://collection.cmoa.org/CollectionImage.aspx?irn=1192&size=Medium,cmoa:parties/8403e000-5013-4a76-9eee-b87cb971f09a,Person,unknown Flemish,unknown Flemish,,Flemish,,,,
Figure of a Woman,c. 1450-1550,1444-12-23,1554-12-22,wood and paint,30.13.315,cmoa:things/9403c56f-2a04-4bb6-9bcd-f3d6cab7a1d4,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,7.5,10.0,2.875,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006496,"Richard Beatty Mellon [1858-1933], Pittsburgh, PA, by May 1930; gift to Carnegie Institute, Pittsburgh, PA, May 1930.",sculpture,http://collection.cmoa.org/CollectionImage.aspx?irn=1193&size=Medium,cmoa:parties/8403e000-5013-4a76-9eee-b87cb971f09a,Person,unknown Flemish,unknown Flemish,,Flemish,,,,
"Panel, Head Profile in Medallion",17th century,1600-01-01,1699-01-01,wood,30.13.317,cmoa:things/90e24a4f-78e9-42f4-bbf6-2cbe26ca1696,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,18.25,17.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006498,,Wood,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
"Panel, Man on Horse, Scene in Relief",17th century,1600-01-01,1699-01-01,wood,30.13.319,cmoa:things/db4a7306-d732-40cb-a357-5ef375a593b9,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,8.0,12.0,1.25,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006500,,Wood,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
"Panel, Cupid Fleeing, Scene in Relief",17th century,1600-01-01,1699-01-01,wood,30.13.320,cmoa:things/fc185812-69bb-44b3-b972-dda27ae6c650,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,6.875,12.75,1.75,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006501,,Wood,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
"Table Legs, Spiral Grape Motif, Ionic Capitals",17th century,1600-01-01,1699-01-01,wood,30.13.327.1,cmoa:things/a55740ab-4b9b-4178-9812-2172d6792482,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,1.875,17.5,1.875,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006508,,Wood,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
printing block,17th century,1600-01-01,1699-01-01,wood,30.13.328,cmoa:things/0864daf1-6420-4b5e-87e4-94ab79b408b6,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,16.25,8.5,3.75,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006509,,Wood,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
"Fragment, Door with Head in Relief",16th century,1499-12-23,1599-01-01,wood,30.13.32,cmoa:things/19335444-ff12-4320-9d37-8527a05b846b,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,11.5,28.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006510,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Fragment, Door, Man with Pipe",16th century,1499-12-23,1599-01-01,wood,30.13.34,cmoa:things/36939138-ebe4-4751-aeb7-7e8788045377,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,16.25,15.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006513,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, architectural window design",16th century,1499-12-23,1599-01-01,wood,30.13.38,cmoa:things/ca63d0b4-892e-4352-81ae-957d71c91cb8,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,12.5,20.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006517,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, architectural window design",16th century,1499-12-23,1599-01-01,wood,30.13.40,cmoa:things/c7ccbdb4-54bb-4169-a3aa-a548357b0346,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,13.0,20.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006521,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, Architectural Window Design",16th century,1499-12-23,1599-01-01,wood,30.13.42,cmoa:things/dd765a97-f7f3-46f4-9064-de772052ce5d,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,9.75,14.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006523,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, Architectural Window Design",16th century,1499-12-23,1599-01-01,wood,30.13.43,cmoa:things/6d0e7c62-eef7-4c7e-9721-3405a48b1ccc,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,9.75,14.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006524,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, architectural window design",16th century,1499-12-23,1599-01-01,wood,30.13.48,cmoa:things/8d4ace55-aaf4-4a98-8736-d94223e22b4e,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,7.0,16.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006529,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, architectural window design",16th century,1499-12-23,1599-01-01,wood,30.13.50,cmoa:things/11fafc77-eea1-4b9b-bc79-51b8ba25a107,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,8.0,18.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006532,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, architectural window design",16th century,1499-12-23,1599-01-01,wood,30.13.53,cmoa:things/ec170f87-1671-408a-b264-367d26fb8375,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,9.0,18.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006535,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
